commodity,bucket,gbp,has_t1,n_cells,n_countries,dupe_pct,dupe_partner,dupe_pct_ub,host_share,dupe_partner_ub,place_article,name_article,fold_candidate
Woollen Yarn — Unenumerated,REVIEW,3813266,0,190,32,21,Woollen Yarn — For Weaving,35,15,Woollen Yarn — For Weaving,,,
"Madder, Madder Root, Garancine, And Munjeet",REVIEW,3638655,1,124,24,28,"Copper, Ore Of — Sumach",30,9,"Copper, Ore Of — Sumach",,,
Steel — Unwrought,REVIEW,3563465,1,133,14,25,"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",26,22,"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",,,
"Iron — Sewing Machines, And Parts Thereof",REVIEW,3516266,0,98,10,15,"Horns, Tips And Pieces Of Horns And Hoofs — Manufactures Of Iron Or Steel: Sewing Machines And Parts Thereof",16,15,"Horns, Tips And Pieces Of Horns And Hoofs — Manufactures Of Iron Or Steel: Sewing Machines And Parts Thereof",,,
"Dye Stuffs, And Substances Used In Tanning — Alizarine",REVIEW,3466684,0,31,9,29,"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Alizarine",32,16,"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Alizarine",,,
Wood And Timber — Mahogany : Unenumerated,REVIEW,3454820,0,127,41,30,Wood And Timber — Unenumerated,53,35,Wood And Timber — Unenumerated,,,
Cotton Manufactures — Hosiery Of All Sorts,REVIEW,3440214,0,57,6,18,Cotton Manufactures — Hosiery,18,18,Cotton Manufactures — Hosiery,,,
Silk Manufactures — Ribbons:—Other Kinds,REVIEW,3439959,0,60,8,13,Cotton — Other Kinds Of,17,13,Cotton — Other Kinds Of,,,
Succades,REVIEW,3430751,0,204,25,19,Fruits And Vegetables Preserved In Sugar,21,15,Fruits And Vegetables Preserved In Sugar,,,
Tea — White: Total Of,REVIEW,3350085,0,20,20,35,"Tobacco — White, Total Of",35,35,"Tobacco — White, Total Of",,,
"Flax, Dressed Or Undressed — Tow Or Codilla Of",REVIEW,3289602,0,57,13,12,Tow,12,12,Tow,,,
Mares,REVIEW,3289326,1,74,31,27,"Animals, Living — Stallions : Mares",30,27,"Animals, Living — Stallions : Mares",,,
"Tobacco — White, In Casks",REVIEW,3139388,0,82,24,15,"Tea — White, In Casks",16,15,"Tea — White, In Casks",,,
"Dye Stuffs, And Substances Used In Tanning — Aniline",REVIEW,3098567,0,54,9,33,"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Aniline",33,33,"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Aniline",,,
"Fish (Including Turtle) — Unenumerated, Dried",REVIEW,3080989,0,159,34,82,"Flax — Unenumerated, Dried",86,67,"Flax — Unenumerated, Dried",,,
Eggs — Unenumerated,REVIEW,3042663,0,75,17,25,"Extracts, Of Other Sorts, Un- Enumerated",27,11,"Extracts, Of Other Sorts, Un- Enumerated",,,
Nuts And Kernels — Olive,REVIEW,3037841,1,35,10,26,Oil — Olive,40,29,Nuts And Kernels — Coco-Nut,,,
"Tobacco — White, Total Of",REVIEW,2988848,0,68,27,44,Wine — White,44,16,Wine — White,,,
"Lead — Manufactures, Including Manu- Factures Of Linen Mixed With Cotton",REVIEW,2937846,0,94,25,40,"Linen — Manufactures, Including Manu- Factures Of Linen Mixed With Cotton",43,33,"Linen — Manufactures, Including Manu- Factures Of Linen Mixed With Cotton",,,
"Cotton — Furs, Unenumerated",REVIEW,2895700,0,75,28,17,"Skins, And Furs — Furs, Rabbit Skins",23,15,"Skins, And Furs — Furs, Rabbit Skins",,,
"Linen — Manufactures, Including Manu- Factures Of Linen Mixed With Cotton",REVIEW,2872434,0,94,23,72,"Leather — Manufactures, Including Manufactures Of Linen Mixed With Cotton",86,39,"Leather — Manufactures, Including Manufactures Of Linen Mixed With Cotton",,,
"Silk — Velvet, Plain Or Figured",REVIEW,2837624,0,17,5,35,"Shells Of All Kinds — Manufactures, Broad Stuffs, Velvet, Plain Or Figured, Wholly Of Silk",35,35,"Shells Of All Kinds — Manufactures, Broad Stuffs, Velvet, Plain Or Figured, Wholly Of Silk",,,
Fruits And Vegetables Preserved In Sugar,REVIEW,2703283,1,140,25,44,Succades,47,22,Succades,,,
Nuts And Kernels — Dutch Possessions In The Indian Seas,REVIEW,2642758,0,66,20,15,Nuts And Kernels — India,53,50,Nuts And Kernels — Commonly Used For Expressing Oil Therefrom,,,
"Cotton — Unenumerated, Other Sorts",REVIEW,2560024,0,128,29,33,Cotton,35,23,Cotton,,,
Horns,REVIEW,2495762,1,49,16,24,Hops,29,29,Hops,,,
Slates — Pepper,REVIEW,2494521,0,119,26,32,Spices — Pepper,38,23,Spices — Pepper,,,
"Skins, And Furs — Furs, Rabbit Skins",REVIEW,2468993,1,143,36,51,"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",55,31,"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",,,
"Fruit — Unenumerated, Sweetened, Or Mixed (Tested)",REVIEW,2463053,0,91,20,23,Spirits — Brandy,36,15,Spirits — Brandy,,,
"Tea — Red, In Casks",REVIEW,2409334,0,18,18,44,"Tobacco — Red, In Casks",44,44,"Tobacco — Red, In Casks",,,
Fish (Including Turtle) — Other Sorts Of Fresh Fish,REVIEW,2316818,0,58,11,45,Bark — Fresh (Not Of British Taking) Herrings,45,24,Bark — Fresh (Not Of British Taking) Herrings,,,
Saltpetre (Nitrate Of Potash) — Rape,REVIEW,2274283,0,196,50,42,Rape,56,15,Rape,,,
"Buttons And Straps, Not Of Metal",REVIEW,2177409,0,25,8,40,"Buttons And Studs, Not Of Metal",40,40,"Buttons And Studs, Not Of Metal",,,
"Copper, Ore Of — Valonia",REVIEW,2105623,0,138,34,56,"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",57,38,"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",,,
"Copper, Ore Of — Dyes Obtained From Coal Tar, Aniline",REVIEW,2092289,0,25,5,72,"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Aniline",72,72,"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Aniline",,,
Shells Of All Kinds — Dressed,REVIEW,2062108,0,218,49,39,"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",71,44,"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",,,
Fruit — Rum,REVIEW,2027545,0,61,22,36,Spirits — Rum,36,36,Spirits — Rum,,,
Whalebone (Whalefins),REVIEW,1878965,1,93,21,22,Whalebone,29,14,Whalebone,,,
Corn And Grain — Maize Or Indian Cornmeal,REVIEW,1869961,0,19,3,47,Maize Or Indian Corn Meal,47,26,Maize Or Indian Corn Meal,,,
Fish — Sardines,REVIEW,1858970,0,25,10,20,"Cured, Sardines",20,16,"Cured, Sardines",,,
"Matches, Safety And Other Sorts",REVIEW,1786070,0,30,6,40,Matches,40,40,Matches,,,
"Wine — White, In Bottles : Sparkling : Champagne",REVIEW,1778208,0,2,2,50,Tobacco — Champagne,50,50,Tobacco — Champagne,,,
"Tobacco — White, In Bottles: Sparkling : Champagne",REVIEW,1739369,0,5,5,40,Tobacco — Champagne,60,40,Tobacco — Champagne,,,
"Tobacco — Red, In Bottles, Still",REVIEW,1679992,0,60,12,25,"Tea — Red, In Bottles : Still",25,15,"Tea — Red, In Bottles : Still",,,
Gold,REVIEW,1660797,1,18,19,33,"Glass, Of All Kinds",61,44,"Glass — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",,,
"Drugs — Unenumerated, Including Medi-     Cinal Preparations",REVIEW,1635501,0,74,44,11,"Drugs — Unenumerated, Including Medi-   ""   Cinal Preparations Not Liable   ""   To Duty",12,11,"Drugs — Unenumerated, Including Medi-   ""   Cinal Preparations Not Liable   ""   To Duty",,,
"Meal, Unenumerated",REVIEW,1635373,1,174,29,33,"Corn And Grain — Meal, Not Otherwise Enumerated Or Described",34,32,"Corn And Grain — Meal, Not Otherwise Enumerated Or Described",,,
"Lead — Unenumerated, Or Whereof Leather Is The Most Valuable Part",REVIEW,1574795,0,20,4,30,"Leather Manufactures — Unenumerated, Or Whereof Leather Is The Most Valuable Part",30,25,"Leather Manufactures — Unenumerated, Or Whereof Leather Is The Most Valuable Part",,,
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",REVIEW,1549854,0,21,6,29,"Madder, Madder Root, Garancine, And Munjeet",29,24,"Madder, Madder Root, Garancine, And Munjeet",,,
"Copper, Ore Of — Myrobalans",REVIEW,1535309,0,22,5,14,"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",14,14,"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",,,
"Animals, Living — Muskets, Rifles, Carbines, Fowling Pieces, Or Guns Of Any Other Sorts Not Enumerated, And Parts Thereof, And Pistols",REVIEW,1467226,0,114,19,15,"Arms And Ammunition — Muskets, Rifles, Carbines, Fowl- Ing Pieces, Or Guns Of Any Other Sort, Not Enumerated, And Parts Thereof; And Pistols",25,7,Asphalt Or Bitumen,,,
Beef — Applicable To Manufacturing Purposes,REVIEW,1453863,0,173,19,20,Bones (Except Whalefins) — Applicable To Manufacturing Pur- Poses,26,21,Bones (Except Whalefins) — Applicable To Manufacturing Pur- Poses,,,
Snuff,REVIEW,1388816,1,52,31,42,Tobacco — Other Manufactured Tobacco,48,23,Tobacco — Other Manufactured Tobacco,,,
Cotton Cake,REVIEW,1369604,1,15,13,20,"Oil — Chemical, Essential, Or Perfumed",20,13,"Oil — Chemical, Essential, Or Perfumed",,,
"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",REVIEW,1355538,1,153,29,46,"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",46,37,"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",,,
"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Alizarine",REVIEW,1328082,0,8,4,88,"Copper, Ore Of — Dyes Obtained From Coal Tar, Alizarine",88,75,"Copper, Ore Of — Dyes Obtained From Coal Tar, Alizarine",,,
Furniture And Hardwoods: Boxwood,REVIEW,1284238,1,39,24,41,Wood And Timber — Mahogany : Unenumerated,64,38,Wood And Timber — Unenumerated,,,
"Old, Fit Only To Be Re-Manufactured",REVIEW,1270991,1,94,31,66,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",74,52,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",,,
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",REVIEW,1249925,0,94,13,41,"Skins, And Furs — Skins, Sheep, Undressed",60,43,"Skins, And Furs — Skins, Sheep, Undressed",,,
"Tobacco — White, In Bottles, Still",REVIEW,1188402,0,55,11,35,"Wine — White, In Bottles—Still",35,35,"Wine — White, In Bottles—Still",,,
Hats Or Bonnets — Dry,REVIEW,1168834,0,83,18,37,Glass — Dry,37,31,Glass — Dry,,,
"Cards, Playing — Brandy",REVIEW,1138897,0,16,16,50,Imitation Rum,50,50,Imitation Rum,,,
Brass And Bronze Manufactures,REVIEW,1120277,1,14,8,50,"Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Not Otherwise Enumerated",50,50,"Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Not Otherwise Enumerated",,,
"Wine — Red, In Bottles : Still",REVIEW,1088296,0,45,12,13,"Tobacco — Red, In Bottles, Still",13,13,"Tobacco — Red, In Bottles, Still",,,
Naphtha (Crude),REVIEW,1070124,0,26,5,15,Metal — Napitha (Crude),15,15,Metal — Napitha (Crude),,,
"Stationery, Other Than Paper, Including Ink",REVIEW,1053597,0,35,7,31,"Stationery, Other Than Paper",34,20,"Stationery, Other Than Paper",,,
Glass — Dry,REVIEW,1035549,0,77,16,75,Hemp — Dry,75,60,Hemp — Dry,,,
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Dutch Possessions In The Indian Seas",REVIEW,1032449,0,29,7,17,"Cotton — Manufactures Of Skins And Furs, Including Rugs",28,17,"Cotton — Manufactures Of Skins And Furs, Including Rugs",,,
"Glass — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",REVIEW,1029715,0,20,19,15,"Gold — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",60,40,Gold,,,
"Plums, French, And Pruneloes",REVIEW,1023591,1,22,7,27,Beer And Ale — Plums (French) And Prunelloes,32,23,Beer And Ale — Plums (French) And Prunelloes,,,
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Bark",REVIEW,1002550,0,119,24,43,Bark,44,43,Bark,,,
"Gold — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",REVIEW,1001673,0,24,28,12,"Glass — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",21,17,"Glass — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",,,
"Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Not Otherwise Enumerated",REVIEW,996198,0,37,8,35,Brass And Bronze Manufactures,35,19,Brass And Bronze Manufactures,,,
Sumach,REVIEW,966136,1,19,8,84,"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Sumach",89,58,"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Sumach",,,
"Wine — White, In Bottles—Still",REVIEW,938741,0,59,12,32,"Tobacco — White, In Bottles, Still",32,32,"Tobacco — White, In Bottles, Still",,,
"Earthenware, Not Being China Or Porcelain Ware",REVIEW,929459,0,42,6,17,"Dye Woods — Earthware, Not Being China Or Porcelain Ware",24,14,"Dye Woods — Earthware, Not Being China Or Porcelain Ware",,,
Tobacco — Other Manufactured Tobacco,REVIEW,911536,0,121,17,13,Snuff,14,10,Snuff,,,
"Skins, Furs, And Pelts — Rabbit",REVIEW,906992,0,24,14,29,Shells Of All Kinds — Dressed,29,17,Shells Of All Kinds — Dressed,,,
"China, Or Porcelain, And Earthenware — Maize Or Indian Cornmeal",REVIEW,878515,0,10,2,70,Maize Or Indian Corn Meal,70,50,Maize Or Indian Corn Meal,,,
"Ammunition — Rockets And Other Combustibles For Purposes Of War, Explosives, Percussion Caps, And Ammunition Not Otherwise Enumerated Or Described",REVIEW,864082,0,65,12,34,"Ammunition — Rockets And Other Combustibles   For Purposes Of War, Explosives,   Percussion Caps, And Ammu-   Nition Unenumerated",34,18,"Ammunition — Rockets And Other Combustibles   For Purposes Of War, Explosives,   Percussion Caps, And Ammu-   Nition Unenumerated",,,
Whalebone,REVIEW,826724,1,52,19,27,Whalebone (Whalefins),48,25,Whalebone (Whalefins),,,
Metal — Unenumerated : Unwrought : Wrought Or Manufactured,REVIEW,803450,0,21,11,43,Metal — Wrought Or Manufactured,62,48,Metal — Wrought Or Manufactured,,,
"Leather, Undressed — Unenumerated",REVIEW,756531,1,21,10,43,Leather Manufactures — Unenumerated,43,43,Leather Manufactures — Unenumerated,,,
"Corn And Grain — Meal, Not Otherwise Enumerated Or Described",REVIEW,721735,0,121,25,46,"Meal, Unenumerated",46,45,"Meal, Unenumerated",,,
"Cards, Playing — White, In Casks",REVIEW,715523,0,15,15,47,Wine — White,47,47,Wine — White,,,
"Ivory — Teeth, Elephants', Sea Cow, And Sea Horse",REVIEW,645041,1,21,12,29,"Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",29,29,"Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",,,
"Metal — Unenumerated, Wrought Or Manufactured : Old, Fit Only To Be Re-Manufactured",REVIEW,644446,0,31,21,26,Metal — Factured,26,26,Metal — Factured,,,
"Oil — Fish: Sperm, Or Head Matter",REVIEW,617761,0,31,21,23,"Nuts And Kernels — Fish, Sperm Or Head-Matter",39,29,"Nuts And Kernels — Fish, Sperm Or Head-Matter",,,
"Embroidery And Needlework — Extracts, Of Other Sorts, Un- Enumerated",REVIEW,596245,0,26,14,12,Eggs — Unenumerated,12,8,Eggs — Unenumerated,,,
Bones (Except Whalefins) — Applicable To Manufacturing Pur- Poses,REVIEW,584878,1,72,17,47,Beef — Applicable To Manufacturing Purposes,69,50,Beef — Applicable To Manufacturing Purposes,,,
Maize Or Indian Corn Meal,REVIEW,581472,1,32,7,22,Corn And Grain — Maize Or Indian Cornmeal,31,16,Corn And Grain — Maize Or Indian Cornmeal,,,
"Flowers, Artificial — Unenumerated, Dried",REVIEW,567766,0,24,14,12,"Fruit — Nuts, Used As Fruit",12,12,"Fruit — Nuts, Used As Fruit",,,
Woollen Yarn — Of Goats' Wool Or Hair Mixed Or Not With Other Materials,REVIEW,566234,0,26,6,35,Wool — Goats' Wool Or Hair,35,35,Wool — Goats' Wool Or Hair,,,
"Feathers And Down — For Beds, In Beds Or Otherwise",REVIEW,561378,0,78,18,13,Feathers — For Beds,53,31,Feathers And Down,,,
"Corn And Grain — Meal, Not Otherwise Enumerated",REVIEW,560377,0,40,19,25,"Meal, Unenumerated",25,22,"Meal, Unenumerated",,,
"Animals, Living — Unenumerated",REVIEW,559622,0,151,23,19,Ammunition — Unenumerated,21,16,Ammunition — Unenumerated,,,
Saumur,REVIEW,525409,1,7,5,43,Tobacco — Champagne : Saumur,57,14,Chicory — Champagne : Saumur,,,
Lates — Cinnamon,REVIEW,482098,0,32,11,31,Slates,38,25,Slates,,,
Beer And Ale — Plums (French) And Prunelloes,REVIEW,457819,0,11,3,45,"Plums, French, And Pruneloes",45,45,"Plums, French, And Pruneloes",,,
Spirits — Manufactured : Cavendish Or Negrohead,REVIEW,431625,0,14,5,14,Cavendish Or Negrohead,14,14,Cavendish Or Negrohead,,,
Hock,REVIEW,430173,1,21,3,43,Tobacco — Burgundy : Hock,52,14,Chicory — Champagne : Hock,,,
"Ivory — Tooth, Elephants', Sea-Dog, Sea Horse, Or Sea Morse",REVIEW,428989,0,8,8,75,"Ivory — Teeth, Elephants, Sea Dogs, Sea Horse, Or Sea Morses",75,75,"Ivory — Teeth, Elephants, Sea Dogs, Sea Horse, Or Sea Morses",,,
Cocoa — Rum,REVIEW,423390,0,13,14,15,Spirits — Rum,15,15,Spirits — Rum,,,
Oil-Seed Cake — Of Other Sorts,REVIEW,395699,1,72,20,42,Metal — Of Other Sorts,46,42,Metal — Of Other Sorts,,,
Tobacco — Moselle,REVIEW,365904,1,31,5,35,"Tobacco — White, In Bottles: Sparkling : Moselle",48,23,"Tobacco — White, In Bottles: Sparkling : Moselle",,,
Ore Of,REVIEW,356352,1,29,13,28,Tin — Ore Of,34,28,Tin — Ore Of,,,
"Coal, Culm, And Cinders",REVIEW,327057,0,45,12,16,"Coals, Cinders, &C — Coals And Culm",18,13,"Coals, Cinders, &C — Coals And Culm",,,
Glass — Dutch Possessions In The Indian Seas,REVIEW,321335,0,61,12,38,Gum — Dutch Possessions In The Indian Seas,56,46,Gum — Dutch Possessions In The Indian Seas,,,
Tan,REVIEW,305376,0,16,11,25,Tar,25,25,Tar,,,
"Arms And Ammunition — Muskets, Rifles, Carbines, Fowl- Ing Pieces, Or Guns Of Any Other Sort, Not Enumerated, And Parts Thereof; And Pistols",REVIEW,268340,0,17,11,41,"Animals, Living — Muskets, Rifles, Carbines, Fowling Pieces, Or Guns Of Any Other Sorts Not Enumerated, And Parts Thereof, And Pistols",41,41,"Animals, Living — Muskets, Rifles, Carbines, Fowling Pieces, Or Guns Of Any Other Sorts Not Enumerated, And Parts Thereof, And Pistols",,,
"Swords, Cutlasses, Matchets, Bayonets",REVIEW,240457,1,69,17,28,"Ammunition — Cannon And Mortars, And Parts Thereof",33,14,"Ammunition — Cannon And Mortars, And Parts Thereof",,,
"Nuts And Kernels — Fish, Sperm Or Head-Matter",REVIEW,234454,0,21,16,19,"Oil — Fish: Sperm, Or Head Matter",43,43,"Oil — Fish: Sperm, Or Head Matter",,,
"Skins, Furs, And Pelts — In Any Way Dressed (Not Leather)",REVIEW,212096,1,88,21,23,Cotton — Skins In Any Way Dressed (Not Leather),24,22,Cotton — Skins In Any Way Dressed (Not Leather),,,
"Spirits — Not Tested, For Ascertaining The Strength",REVIEW,211079,0,69,16,14,"Spirits — Unenumerated, Sweetened Or Mixed (Tested) : Not Tested, For Ascertaining The Strength",28,17,"Spirits — Unenumerated, Sweetened Or Mixed (Tested) : Not Tested, For Ascertaining The Strength",,,
Slates — Unenumerated,REVIEW,206926,0,21,5,48,Spices — Unenumerated,48,38,Spices — Unenumerated,,,
"Varnish, Not Containing Spirit",REVIEW,204461,0,25,5,56,Toys — Not Containing Spirit,56,56,Toys — Not Containing Spirit,,,
Corn And Grain — Myrobalans,REVIEW,200914,0,4,4,25,"Lac, Seed, Shell, Stick, And Dye",25,25,"Lac, Seed, Shell, Stick, And Dye",,,
"Skins, Furs, And Pelts — Specimens Illustrative Of Natural Science",REVIEW,199163,0,80,18,10,Slates,29,15,"Specimens, Illustrative Of Naturalscience",,,
Toys — Not Containing Spirit,REVIEW,178444,0,50,11,32,"Varnish, Not Containing Spirit",32,28,"Varnish, Not Containing Spirit",,,
"Dye Stuffs, And Substances Used In Tanning — Other Coal Tar Dyes",REVIEW,175333,0,50,8,24,"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Other Coal Tar Dyes",24,20,"Dye Stuffs (Other Than Dye Woods) And Substances Used In Tan- Ning Or Dyeing — Dyes Obtained From Coal Tar, Other Coal Tar Dyes",,,
Cotton — Skins In Any Way Dressed (Not Leather),REVIEW,174707,0,66,16,48,"Skins, Furs, And Pelts — In Any Way Dressed (Not Leather)",52,29,"Skins, Furs, And Pelts — In Any Way Dressed (Not Leather)",,,
